Ind	Classe	Ordem	Subordem	Grupo	GF	Tratamento	Coleta	Estacao	Data	Hora	Lat	Long	Ponto	Tar1m	Rh1m	Wbt1m	Profundidade	Tar	Rh	Wbt
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	10_00	22_13_09.5	47_45_26.6	P1	24	69.6	20.6	0.20-0.30	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	10_00	22_13_09.5	47_45_26.6	P1	24	69.6	20.6	0.20-0.30	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	10_00	22_13_09.5	47_45_26.6	P1	24	69.6	20.6	0.20-0.30	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	10_00	22_13_09.5	47_45_26.6	P1	24	69.6	20.6	0.20-0.30	0.0	0.0	0.0
1	Insecta	Hemiptera	Homoptera	Cigarra	FP	SAF	1	Primavera	26_09_2018	13_12	22_13_09.1	47_45_26.6	P2	34.2	34	22.1	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	13_12	22_13_09.1	47_45_26.6	P2	34.2	34	22.1	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	13_12	22_13_09.1	47_45_26.6	P2	34.2	34	22.1	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	13_12	22_13_09.1	47_45_26.6	P2	34.2	34	22.1	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	13_12	22_13_09.1	47_45_26.6	P2	34.2	34	22.1	0.10-0.20	0.0	0.0	0.0
1	Insecta	Coleoptera	NA	Besouro	FP	SAF	1	Primavera	26_09_2018	13_12	22_13_09.1	47_45_26.6	P2	34.2	34	22.1	0.10-0.20	0.0	0.0	0.0
1	Insecta	Coleoptera	NA	Besouro	FP	SAF	1	Primavera	26_09_2018	13_12	22_13_09.1	47_45_26.6	P2	34.2	34	22.1	0.10-0.20	0.0	0.0	0.0
1	Insecta	Coleoptera	NA	Besouro	FP	SAF	1	Primavera	26_09_2018	13_12	22_13_09.1	47_45_26.6	P2	34.2	34	22.1	0.10-0.20	0.0	0.0	0.0
1	Insecta	Hymenoptera	NA	Formiga	PP	SAF	1	Primavera	26_09_2018	13_12	22_13_09.1	47_45_26.6	P2	34.2	34	22.1	0.10-0.20	0.0	0.0	0.0
1	Insecta	Hymenoptera	NA	Formiga	PP	SAF	1	Primavera	26_09_2018	13_12	22_13_09.1	47_45_26.6	P2	34.2	34	22.1	0.20-0.30	0.0	0.0	0.0
1	Insecta	Hymenoptera	NA	Formiga	PP	SAF	1	Primavera	26_09_2018	13_12	22_13_09.1	47_45_26.6	P2	34.2	34	22.1	0.20-0.30	0.0	0.0	0.0
1	Insecta	Hymenoptera	NA	Formiga	PP	SAF	1	Primavera	26_09_2018	13_12	22_13_09.1	47_45_26.6	P2	34.2	34	22.1	0.20-0.30	0.0	0.0	0.0
1	Insecta	Hymenoptera	NA	Formiga	PP	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	COB	35.1	33.3	22.8
1	Insecta	Hymenoptera	NA	Formiga	PP	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	COB	35.1	33.3	22.8
1	Insecta	Hymenoptera	NA	Formiga	PP	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	COB	35.1	33.3	22.8
1	Insecta	Hymenoptera	NA	Formiga	PP	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	COB	35.1	33.3	22.8
1	Insecta	Hymenoptera	NA	Formiga	PP	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	COB	35.1	33.3	22.8
1	Insecta	Hemiptera	Homoptera	Cigarra	FP	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	COB	35.1	33.3	22.8
1	Insecta	Lepidoptera	NA	Lagarta	FP	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	COB	35.1	33.3	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.00-0.10	35.2	35.4	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.00-0.10	35.2	35.4	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.00-0.10	35.2	35.4	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.00-0.10	35.2	35.4	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.00-0.10	35.2	35.4	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.00-0.10	35.2	35.4	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.00-0.10	35.2	35.4	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.00-0.10	35.2	35.4	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.00-0.10	35.2	35.4	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.00-0.10	35.2	35.4	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.00-0.10	35.2	35.4	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.00-0.10	35.2	35.4	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.00-0.10	35.2	35.4	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.00-0.10	35.2	35.4	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.00-0.10	35.2	35.4	23.4
1	Insecta	Coleoptera	NA	Besouro	FP	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.00-0.10	35.2	35.4	23.4
1	Chilopoda	Lithobiomorpha	NA	Lacraia	PP	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.00-0.10	35.2	35.4	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.10-0.20	0.0	0.0	0.0
1	Insecta	Hymenoptera	NA	Formiga	PP	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.10-0.20	0.0	0.0	0.0
1	Insecta	Hymenoptera	NA	Formiga	PP	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.10-0.20	0.0	0.0	0.0
1	Insecta	Coleoptera	NA	Besouro	FP	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.10-0.20	0.0	0.0	0.0
1	Insecta	Coleoptera	NA	Besouro	FP	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.10-0.20	0.0	0.0	0.0
1	Insecta	Coleoptera	NA	Besouro	FP	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.10-0.20	0.0	0.0	0.0
1	Insecta	Coleoptera	NA	Besouro	FP	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.20-0.30	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.20-0.30	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	14_15	22_13_09.1	47_45_26.4	P3	33.1	36	21.8	0.20-0.30	0.0	0.0	0.0
1	Arachnida	Opiliones	NA	Opilião	PP	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	COB	31.3	44.3	21.6
1	Insecta	Blattodea	Blattaria	Barata	DD	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	COB	31.3	44.3	21.6
1	Chilopoda	Lithobiomorpha	NA	Lacraia	PP	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	COB	31.3	44.3	21.6
1	Malacostraca	Isopoda	NA	Tatuzinho de jardim	DD	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	COB	31.3	44.3	21.6
1	Malacostraca	Isopoda	NA	Tatuzinho de jardim	DD	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	COB	31.3	44.3	21.6
1	Insecta	Hymenoptera	NA	Formiga	PP	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	COB	31.3	44.3	21.6
1	Insecta	Hymenoptera	NA	Formiga	PP	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	COB	31.3	44.3	21.6
1	Insecta	Hymenoptera	NA	Formiga	PP	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	COB	31.3	44.3	21.6
1	Insecta	Coleoptera	NA	Besouro	FP	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.00-0.10	32.7	42.1	22.8
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.10-0.20	0.0	0.0	0.0
1	Insecta	Hymenoptera	NA	Formiga	PP	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.20-0.30	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	15_15	22_13_08.7	47_45_26.2	P4	31.4	40.8	21.4	0.20-0.30	0.0	0.0	0.0
1	Insecta	Hymenoptera	NA	Formiga	PP	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	COB	33.4	42.8	22.5
1	Insecta	Coleoptera	NA	Besouro	FP	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	COB	33.4	42.8	22.5
1	Insecta	Blattodea	Blattaria	Barata	DD	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	COB	33.4	42.8	22.5
1	Insecta	Blattodea	Blattaria	Barata	DD	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	COB	33.4	42.8	22.5
1	Insecta	Blattodea	Blattaria	Barata	DD	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	COB	33.4	42.8	22.5
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.00-0.10	30.4	53.3	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.00-0.10	30.4	53.3	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.00-0.10	30.4	53.3	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.00-0.10	30.4	53.3	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.00-0.10	30.4	53.3	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.00-0.10	30.4	53.3	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.00-0.10	30.4	53.3	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.00-0.10	30.4	53.3	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.00-0.10	30.4	53.3	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.00-0.10	30.4	53.3	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.00-0.10	30.4	53.3	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.00-0.10	30.4	53.3	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.00-0.10	30.4	53.3	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.00-0.10	30.4	53.3	23.4
1	Malacostraca	Isopoda	NA	Tatuzinho de jardim	DD	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.00-0.10	30.4	53.3	23.4
1	Insecta	Coleoptera	NA	Besouro	FP	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.00-0.10	30.4	53.3	23.4
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.10-0.20	0.0	0.0	0.0
1	Clitellata	Haplotaxida	NA	Minhoca	GB	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.10-0.20	0.0	0.0	0.0
1	Insecta	Hemiptera	Homoptera	Cigarra	FP	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.10-0.20	0.0	0.0	0.0
1	Insecta	Orthoptera	NA	Grilo	FP	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.10-0.20	0.0	0.0	0.0
1	Insecta	Coleoptera	NA	Besouro	FP	SAF	1	Primavera	26_09_2018	16_08	22_13_08.4	47_45_25.8	P5	35	38.7	23.5	0.20-0.30	0.0	0.0	0.0
1	Insecta	Hymenoptera	NA	Formiga	PP	ILPF	1	Primavera	27_09_2018	08_20	22_13_10.7	47_45_28.7	P1	26.7	68.7	22.8	COB	27.5	67.8	22.8
1	Arachnida	Araneae	NA	Aranha	PP	ILPF	1	Primavera	27_09_2018	08_20	22_13_10.7	47_45_28.7	P1	26.7	68.7	22.8	COB	27.5	67.8	22.8
1	Insecta	Blattodea	Blattaria	Barata	DD	ILPF	1	Primavera	27_09_2018	08_20	22_13_10.7	47_45_28.7	P1	26.7	68.7	22.8	0.00-0.10	0.0	0.0	0.0
1	Insecta	Blattodea	Blattaria	Barata	DD	ILPF	1	Primavera	27_09_2018	08_20	22_13_10.7	47_45_28.7	P1	26.7	68.7	22.8	0.00-0.10	0.0	0.0	0.0
1	Insecta	Blattodea	Blattaria	Barata	DD	ILPF	1	Primavera	27_09_2018	08_20	22_13_10.7	47_45_28.7	P1	26.7	68.7	22.8	0.00-0.10	0.0	0.0	0.0
